title,nbre_entrees,id,distributeur,country,genre,date,budget,public,durée,Name1,Name2,year,month,week,season
Batman Begins,452777,723,Warner Bros.,Etats-Unis,Comicbook,2005-06-15,150000000,Tous publics,140,10,14,2005,6,24,2
Les Frères Grimm,506944,725,Metropolitan,Grande-Bretagne,Fantasy,2005-05-10,88000000,Tous publics,119,4,24,2005,5,19,2
Les Noces funèbres,506716,727,Warner Bros.,Etats-Unis,Animation,2005-10-19,30000000,Tous publics,75,17,2,2005,10,42,4
Le Château ambulant,345633,728,Walt Disney Pictures,Japon,Animation,2005-12-01,24000000,Tous publics,119,3,14,2005,12,48,4
La Coccinelle revient,379298,729,Walt Disney Pictures,Etats-Unis,Film familial,2005-03-08,50000000,Tous publics,101,4,5,2005,3,10,1
Le Secret de Brokeback Mountain,277516,730,Pathé,Etats-Unis,Drame,2006-01-18,14000000,Tous publics,134,9,12,2006,1,3,1
Les Chevaliers du ciel,622019,732,Pathé,France,Adaptation TV,2005-09-11,19609255,Tous publics,102,2,7,2005,9,36,3
Sin City,430479,735,Pan-Européenne,Etats-Unis,Comicbook,2005-01-06,40000000,Moins de 12 ans,123,12,17,2005,1,1,1
Le Transporteur 2,440512,736,EuropaCorp,France,Aventure - Action,2005-03-08,24584460,Tous publics,87,7,9,2005,3,10,1
Constantine,555362,737,Warner Bros.,Etats-Unis,Comicbook,2005-02-16,100000000,Moins de 12 ans,121,7,7,2005,2,7,1
Vaillant pigeon de combat!,282510,739,SND,Etats-Unis,Animation 3D,2005-03-30,35000000,Tous publics,75,4,2,2005,3,13,1
Robots,294261,740,20th Century Fox,Etats-Unis,Animation 3D,2005-06-04,75000000,Tous publics,91,4,2,2005,6,22,2
De battre mon cœur s'est arrêté,288919,741,UGC Distribution,France,Drame,2005-03-16,5300000,Tous publics,107,5,5,2005,3,11,1
Munich,425873,742,UIP,Etats-Unis,Thriller,2006-01-25,75000000,PG,164,22,2,2006,1,4,1
La Véritable histoire du petit chaperon rouge,240021,744,Bac Films,Etats-Unis,Animation 3D,2006-01-25,15000000,Tous publics,95,5,10,2006,1,4,1
L'Interprète,322469,745,Mars Distribution,Etats-Unis,Thriller,2005-08-06,80000000,Tous publics,120,4,14,2005,8,31,3
"Pollux, le manège enchanté",189760,748,Pathé,France,Animation 3D,2005-02-02,15400000,Tous publics,85,7,4,2005,2,5,1
Ma sorcière bien-aimée,346788,751,Gaumont Sony,Etats-Unis,Comédie,2005-09-21,85000000,Tous publics,102,6,6,2005,9,38,3
Angel-A,327730,753,EuropaCorp,France,Comédie,2005-12-21,1200000,Tous publics,90,9,4,2005,12,51,4
Anthony Zimmer,280435,755,Mars Distribution,France,Thriller,2005-04-27,11157410,Tous publics,90,2,2,2005,4,17,2
A History of Violence,277394,757,Metropolitan,Etats-Unis,Thriller,2005-02-11,32000000,PG,95,6,5,2005,2,6,1
Danny The Dog,350054,762,EuropaCorp,France,Aventure - Action,2005-02-02,33945816,Moins de 12 ans,103,7,14,2005,2,5,1
Otage,251849,765,Metropolitan,Etats-Unis,Aventure - Action,2005-04-27,75000000,PG,113,2,17,2005,4,17,2
Réussir ou mourir,317867,766,UIP,Etats-Unis,Drame,2006-02-22,40000000,Moins de 12 ans,117,3,9,2006,2,8,1
Et si c'était vrai,294433,771,UIP,Etats-Unis,Romance,2005-11-23,58000000,PG,95,5,6,2005,11,47,4
Le Petit lieutenant,241732,772,Mars Distribution,France,Thriller,2005-11-16,4400000,Tous publics,110,3,3,2005,11,46,4
Syriana,272047,776,Warner Bros.,Etats-Unis,Thriller,2006-02-22,50000000,Tous publics,126,9,24,2006,2,8,1
H2G2: Le Guide du voyageur galactique,240257,782,Walt Disney Pictures,Etats-Unis,Adaptation Livre,2005-08-17,50000000,PG,108,2,5,2005,8,33,3
Sa mère ou moi!,283086,784,Metropolitan,Etats-Unis,Romance,2005-06-22,45000000,Tous publics,95,7,2,2005,6,25,2
Orgueil et préjugés,167705,789,Mars Distribution,Grande-Bretagne,Romance,2006-01-18,28000000,PG,126,4,5,2006,1,3,1
Entre ses mains,191616,790,Pathé,France,Drame,2005-09-21,5330000,Tous publics,90,6,1,2005,9,38,3
La Boîte noire,235194,791,EuropaCorp,France,Drame,2005-02-11,8390000,Tous publics,90,1,3,2005,2,6,1
xXx2: The Next Level,207910,794,Gaumont Sony,Etats-Unis,Aventure - Action,2005-04-27,118000000,PG,101,3,9,2005,4,17,2
"Good Night, and Good Luck.",156464,795,Metropolitan,Etats-Unis,Drame,2006-04-01,7500000,Tous publics,90,9,19,2006,4,13,2
Amityville,242068,797,20th Century Fox,Etats-Unis,Horreur,2005-06-22,19000000,Moins de 12 ans,89,3,6,2005,6,25,2
"40 ans, toujours puceau",205065,802,UIP,Etats-Unis,Comédie,2005-09-11,26000000,Tous publics,116,5,10,2005,9,36,3
Dérapage,154731,803,Walt Disney Pictures,Etats-Unis,Thriller,2006-08-03,22000000,Moins de 12 ans,106,4,10,2006,8,31,3
The Jacket,179700,807,ARP Selection,Etats-Unis,Thriller,2005-08-24,25000000,Moins de 12 ans,102,2,7,2005,8,34,3
Le Territoire des morts,172946,809,Pan-Européenne,Etats-Unis,Horreur,2005-10-08,15000000,Moins de 12 ans,93,2,7,2005,10,40,4
L'Enfant,137403,812,Diaphana,France,Drame,2005-10-19,3600000,Tous publics,100,4,3,2005,10,42,4
Dark Water,147141,817,Walt Disney Pictures,Etats-Unis,Horreur,2005-08-31,60000000,Moins de 12 ans,105,2,5,2005,8,35,3
Sahara,176199,818,SND,Etats-Unis,Aventure - Action,2005-01-06,130000000,Tous publics,125,3,10,2005,1,1,1
"Kiss Kiss, Bang Bang",154354,819,Warner Bros.,Etats-Unis,Comédie,2005-09-14,15000000,Tous publics,102,3,12,2005,9,37,3
Assaut sur le central 13,194391,820,Metropolitan,Etats-Unis,Aventure - Action,2005-02-03,30000000,Moins de 12 ans,110,4,8,2005,2,5,1
La Moustache,99266,823,EuropaCorp,France,Comédie,2005-06-07,5140000,Tous publics,86,1,1,2005,6,23,2
Esprit de famille,189085,824,20th Century Fox,Etats-Unis,Comédie,2005-12-28,18000000,Tous publics,102,5,4,2005,12,52,4
De l'ombre à la lumière,167074,826,Walt Disney Pictures,Etats-Unis,Drame,2005-09-14,88000000,PG,144,15,11,2005,9,37,3
Le Temps qui reste,105888,831,Mars Distribution,France,Drame,2005-11-30,4410000,Tous publics,85,10,3,2005,11,48,4
Walk the Line,126403,833,20th Century Fox,Etats-Unis,Drame,2006-02-15,28000000,PG,135,10,2,2006,2,7,1
Be Cool,170359,834,20th Century Fox,Etats-Unis,Comédie,2005-03-23,53000000,Tous publics,119,8,13,2005,3,12,1
Quatre frères,118305,836,UIP,Etats-Unis,Thriller,2005-05-10,45000000,Moins de 12 ans,115,4,22,2005,5,19,2
"Jarhead, la fin de l'innocence",141455,837,UIP,Etats-Unis,Guerre,2006-11-01,72000000,Tous publics,123,8,12,2006,11,44,4
Zathura une aventure spaciale,101689,845,Gaumont Sony,Etats-Unis,Fantasy,2006-01-02,65000000,Tous publics,113,7,9,2006,1,1,1
Red-Eye sous haute pression,144389,846,UIP,Etats-Unis,Thriller,2005-10-26,26000000,Moins de 12 ans,90,7,3,2005,10,43,4
Doom,114289,853,UIP,Etats-Unis,Aventure - Action,2005-11-16,60000000,Moins de 12 ans,104,10,6,2005,11,46,4
Shérif fais-moi peur le film,94431,855,Warner Bros.,Etats-Unis,Aventure - Action,2005-08-24,50000000,PG,104,1,5,2005,8,34,3
Stay,101633,867,20th Century Fox,Etats-Unis,Thriller,2006-07-26,50000000,Tous publics,100,7,9,2006,7,30,3
Coach Carter,81541,868,UIP,Etats-Unis,Comédie,2005-08-17,30000000,PG,127,7,10,2005,8,33,3
Two for the Money,55753,908,Mars Distribution,Etats-Unis,Comédie,2006-07-26,35000000,Tous publics,122,5,11,2006,7,30,3
L'Affaire Josey Aimes,49603,919,Warner Bros.,Etats-Unis,Drame,2006-08-03,35000000,Tous publics,124,1,9,2006,8,31,3
Les Berkman se séparent,23831,927,Gaumont Sony,Etats-Unis,Comédie,2006-12-07,1500000,Tous publics,81,6,6,2006,12,49,4
Aeon Flux,25794,947,UIP,Etats-Unis,Science Fiction,2006-08-02,62000000,PG,93,1,6,2006,8,31,3
Cursed,14327,951,TFM Distribution,Etats-Unis,Horreur,2005-06-29,38000000,Moins de 12 ans,96,7,6,2005,6,26,2
Les Producteurs (2006),23618,952,Gaumont Sony,Etats-Unis,Comédie,2006-03-15,45000000,PG,123,5,5,2006,3,11,1
Une famille 2 en 1,4620,973,Gaumont Sony,Etats-Unis,Film familial,2006-03-05,45000000,Tous publics,90,7,7,2006,3,9,1
On arrive quand?,2760,977,Gaumont Sony,Etats-Unis,Film familial,2005-07-27,32000000,Tous publics,94,4,5,2005,7,30,3
Terrain d'entente,927,987,20th Century Fox,Etats-Unis,Comédie,2005-10-19,30000000,Tous publics,98,11,6,2005,10,42,4
Winn-Dixie mon meilleur ami,435,988,20th Century Fox,Etats-Unis,Film familial,2005-08-24,14000000,Tous publics,106,6,8,2005,8,34,3
Bad News Bears,191,996,UIP,Etats-Unis,Comédie,2006-04-01,35000000,PG,113,2,4,2006,4,13,2
Les Choristes,786220,1043,Pathé,France,Comédie,2004-03-17,5330000,Tous publics,95,4,4,2004,3,12,1
Shrek 2,2238286,1044,UIP,Etats-Unis,Animation 3D,2004-06-23,70000000,Tous publics,92,3,13,2004,6,26,2
Harry Potter et le prisonnier d'Azkaban,2503699,1045,Warner Bros.,Etats-Unis,Fantasy,2004-02-06,130000000,PG,141,2,8,2004,2,6,1
Les Indestructibles,1349086,1046,Walt Disney Pictures,Etats-Unis,Animation 3D,2004-11-24,92000000,Tous publics,115,4,4,2004,11,48,4
Spider-Man 2,2100789,1047,Columbia,Etats-Unis,Comicbook,2004-07-14,210000000,Tous publics,127,12,3,2004,7,29,3
Un long dimanche de fiançailles,1618337,1048,Warner Bros.,France,Drame,2004-10-27,45887769,PG,134,4,6,2004,10,44,4
Podium,1154169,1049,Mars Distribution,France,Comédie,2004-11-02,9940000,Tous publics,95,1,5,2004,11,45,4
Deux frères,1083231,1050,Pathé,France,Aventure - Action,2004-07-04,3999990,Tous publics,109,3,4,2004,7,27,3
Million Dollar Baby,774989,1051,Mars Distribution,Etats-Unis,Drame,2005-03-23,30000000,Tous publics,132,21,7,2005,3,12,1
Gang de requins,630561,1052,UIP,Etats-Unis,Animation 3D,2004-10-13,75000000,Tous publics,110,4,13,2004,10,42,4
Ocean's Twelve,1202262,1054,Warner Bros.,Etats-Unis,Comédie,2004-12-15,110000000,Tous publics,125,15,19,2004,12,51,4
Troie,813201,1055,Warner Bros.,Etats-Unis,Péplum,2004-05-13,150000000,Tous publics,155,4,12,2004,5,20,2
Le Jour d'après,1009004,1056,UFD,Etats-Unis,Catastrophe,2004-05-26,125000000,Tous publics,124,9,12,2004,5,22,2
Le Village,1071424,1058,Walt Disney Pictures,Etats-Unis,Thriller,2004-08-18,60000000,Tous publics,108,9,4,2004,8,34,3
Bridget Jones: L'Âge de raison,829686,1060,Mars Distribution,Grande-Bretagne,Romance,2004-08-12,70000000,Tous publics,110,10,12,2004,8,33,3
"I, Robot",788519,1062,UFD,Etats-Unis,Science Fiction,2004-07-28,120000000,Tous publics,120,4,16,2004,7,31,3
"Les Rivières pourpres 2, Les Anges de l'Apocalypse",908719,1063,EuropaCorp,France,Thriller,2004-02-18,20970000,Moins de 12 ans,100,4,8,2004,2,8,1
Les Dalton,704768,1066,UFD,France,Comédie,2004-08-12,26000000,Tous publics,86,4,2,2004,8,33,3
La Passion du Christ,613700,1068,Quinta Distribution,Etats-Unis,Drame,2004-03-31,30000000,Moins de 12 ans,127,5,2,2004,3,14,1
Aviator,640883,1069,TFM Distribution,Etats-Unis,Drame,2005-01-26,112000000,Tous publics,170,10,19,2005,1,4,1
Rrrrrrr!!!,931372,1070,Mars Distribution,France,Comédie,2004-01-28,17820081,Tous publics,98,5,2,2004,1,5,1
"Mon beau-père, mes parents et moi",751304,1071,UIP,Etats-Unis,Comédie,2005-02-16,80000000,Tous publics,115,9,24,2005,2,7,1
Le Roi Arthur,634627,1073,Walt Disney Pictures,Etats-Unis,Fantasy,2004-04-08,120000000,Tous publics,126,11,7,2004,4,15,2
Le Pôle Express,278455,1075,Warner Bros.,Etats-Unis,Animation 3D,2004-01-12,165000000,Tous publics,99,10,23,2004,1,3,1
Benjamin Gates et le trésor des templiers,558487,1076,Walt Disney Pictures,Etats-Unis,Aventure - Action,2004-12-22,100000000,Tous publics,131,9,17,2004,12,52,4
Van Helsing,774565,1077,UIP,Etats-Unis,Fantasy,2004-05-05,160000000,Tous publics,130,4,3,2004,5,19,2
Starsky & Hutch,657019,1078,GBVI,Etats-Unis,Comédie,2004-04-21,60000000,Tous publics,100,7,12,2004,4,17,2
Kill Bill: Volume 2,202201,1080,TFM Distribution,Etats-Unis,Aventure - Action,2004-05-17,30000000,Moins de 12 ans,135,8,5,2004,5,21,2
Scooby-Doo 2: Les Monstres se déchaînent,465406,1082,Warner Bros.,Etats-Unis,Film familial,2004-07-04,25000000,Tous publics,91,7,3,2004,7,27,3
Alexandre,555074,1084,Pathé,Etats-Unis,Péplum,2005-05-01,181620000,PG,170,10,14,2005,5,17,2
Ladykillers,409006,1085,GBVI,Etats-Unis,Comédie,2004-09-06,35000000,PG,104,10,23,2004,9,37,3
"Garfield, le film",330637,1086,UFD,Etats-Unis,Film familial,2004-11-08,50000000,PG,80,2,4,2004,11,46,4
Arsène Lupin,444610,1087,SND,France,Adaptation TV,2004-10-13,18070000,Tous publics,130,4,4,2004,10,42,4
Vipère au poing,272078,1088,Rezo Films,France,Drame,2004-06-10,7001221,Tous publics,100,2,2,2004,6,24,2
La Mort dans la peau,479680,1090,UIP,Etats-Unis,Aventure - Action,2004-08-09,75000000,Tous publics,108,5,24,2004,8,33,3
La Mauvaise éducation,314808,1091,Pathé,Espagne,Drame,2004-12-05,8500000,Moins de 12 ans,110,5,1,2004,12,49,4
Closer - Entre adultes consentants,425266,1096,Gaumont Sony,Etats-Unis,Drame,2005-01-19,27000000,Tous publics,105,4,5,2005,1,3,1
La Ferme se rebelle,222382,1098,Walt Disney Pictures,Etats-Unis,Animation,2004-07-28,110000000,PG,76,2,10,2004,7,31,3
Catwoman,334500,1106,Warner Bros.,Etats-Unis,Adaptation BD,2004-08-09,100000000,PG,104,3,3,2004,8,33,3
"Blueberry, l'expérience interdite",413940,1107,UFD,France,Western,2004-11-02,36130000,Tous publics,124,4,10,2004,11,45,4
"The Grudge: Ne pas oublier, ne jamais pardonner",250456,1109,Metropolitan,Etats-Unis,Horreur,2004-12-29,10000000,Moins de 12 ans,91,1,3,2004,12,53,4
Le Tour du monde en 80 jours,230924,1111,Pathé,Etats-Unis,Film familial,2004-11-08,110000000,Tous publics,120,5,2,2004,11,46,4
Blade: Trinity,321904,1116,Metropolitan,Etats-Unis,Comicbook,2004-08-12,65000000,Moins de 12 ans,106,3,11,2004,8,33,3
Eternal Sunshine of the Spotless Mind,158850,1118,UIP,Etats-Unis,Comédie,2004-06-10,35000000,Tous publics,108,4,13,2004,6,24,2
Les Désastreuses aventures des orphelins Beaudelaire,261743,1119,UIP,Etats-Unis,Film familial,2004-12-22,140000000,Tous publics,108,4,13,2004,12,52,4
Shall We Dance? La Nouvelle vie de Monsieur Clark,251070,1120,SND,Etats-Unis,Romance,2005-04-05,50000000,Tous publics,106,4,5,2005,4,14,2
Bob l'éponge - le film,179523,1121,UIP,Etats-Unis,Animation,2005-09-02,30000000,Tous publics,82,6,8,2005,9,35,3
Hellboy,337501,1123,Gaumont Sony,Etats-Unis,Comicbook,2004-11-08,66000000,PG,122,7,4,2004,11,46,4
30 ans sinon rien,190937,1128,Gaumont Sony,Etats-Unis,Romance,2004-04-08,37000000,Tous publics,98,4,6,2004,4,15,2
Neverland,211042,1129,TFM Distribution,Etats-Unis,Drame,2005-02-23,25000000,Tous publics,101,7,19,2005,2,8,1
Saw,215717,1130,Metropolitan,Etats-Unis,Horreur,2005-03-16,1200000,Moins de 16 ans,104,5,3,2005,3,11,1
Le Convoyeur,220511,1132,Mars Distribution,France,Comédie,2004-04-14,4298968,Tous publics,95,2,4,2004,4,16,2
"Taking Lives, destins volés",224246,1138,Warner Bros.,Etats-Unis,Thriller,2004-04-28,45000000,Moins de 12 ans,103,5,14,2004,4,18,2
Man on Fire,180444,1141,UFD,Etats-Unis,Thriller,2004-10-13,70000000,Moins de 12 ans,146,10,14,2004,10,42,4
F.B.I fausses blondes infiltrées,129829,1154,Gaumont Sony,Etats-Unis,Comédie,2004-10-20,37000000,Tous publics,109,3,3,2004,10,43,4
Nos amis les flics,186571,1166,TFM Distribution,France,Comédie,2004-04-08,9275286,Tous publics,90,8,3,2004,4,15,2
Instincts meurtriers,139479,1169,SND,Etats-Unis,Thriller,2004-04-21,50000000,Tous publics,97,2,14,2004,4,17,2
Et l'homme créa la femme,165836,1171,UIP,Etats-Unis,Comédie,2004-07-07,90000000,Tous publics,93,4,14,2004,7,28,3
San Antonio,146098,1178,Pathé,France,Comédie,2004-07-21,23360255,Tous publics,95,3,6,2004,7,30,3
Mémoire effacée,144152,1185,Gaumont Sony,Etats-Unis,Thriller,2004-01-12,42000000,PG,91,3,1,2004,1,3,1
Coup d'éclat,149585,1190,Metropolitan,Etats-Unis,Aventure - Action,2005-09-02,58000000,Tous publics,98,12,12,2005,9,35,3
"Godsend, expérience interdite",87714,1199,Metropolitan,Etats-Unis,Thriller,2004-06-17,25000000,Tous publics,102,11,3,2004,6,25,2
Company,69059,1203,Metropolitan,Etats-Unis,Drame,2004-11-02,15000000,Tous publics,110,2,8,2004,11,45,4
Le Fantôme de l'Opéra,81562,1232,Metropolitan,Etats-Unis,Musical,2005-12-01,70000000,PG,140,10,11,2005,12,48,4
She Hate Me,58481,1236,Pathé,Etats-Unis,Comédie dramatique,2004-11-17,8000000,Tous publics,138,9,4,2004,11,47,4
Dr. Kinsey,57718,1241,Pyramide,Etats-Unis,Drame,2005-06-04,11000000,PG,118,7,13,2005,6,22,2
Capitaine Sky et le monde de demain,70097,1247,UIP,Etats-Unis,Science Fiction,2005-03-16,70000000,Tous publics,106,5,3,2005,3,11,1
N'oublie jamais,42375,1249,Metropolitan,Etats-Unis,Romance,2004-08-09,29000000,Tous publics,121,5,9,2004,8,33,3
Tolérance zéro,45346,1256,UFD,Etats-Unis,Aventure - Action,2004-07-07,46000000,Moins de 12 ans,86,10,5,2004,7,28,3
Modigliani,24674,1258,Limelight,Etats-Unis,Drame,2004-09-29,13493287,PG,114,2,3,2004,9,40,3
Un mariage de princesse,29219,1261,Walt Disney Pictures,Etats-Unis,Film familial,2004-10-20,40000000,Tous publics,113,6,10,2004,10,43,4
Suspect Zero,27579,1276,Gaumont Sony,Etats-Unis,Thriller,2005-03-23,27000000,Moins de 12 ans,99,3,4,2005,3,12,1
Rencontre à Wicker Park,27062,1277,SND,Etats-Unis,Romance,2005-01-26,30000000,Tous publics,114,8,4,2005,1,4,1
Un Noël de folie!,18148,1295,Gaumont Sony,Etats-Unis,Comédie,2004-12-15,60000000,Tous publics,0,2,4,2004,12,51,4
Vanity Fair: La Foire aux vanités,8164,1306,UIP,Etats-Unis,Drame,2005-04-05,23000000,PG,142,5,3,2005,4,14,2
Ella au pays enchanté,1754,1319,TFM Distribution,Etats-Unis,Fantasy,2005-11-05,31000000,Tous publics,96,3,3,2005,11,44,4
Présentateur vedette: La légende de Ron Burgundy,2734,1324,UIP,Etats-Unis,Comédie,2005-05-18,26000000,Tous publics,94,6,5,2005,5,20,2
Barbershop 2,77,1340,Bodega Films,Etats-Unis,Comédie,2004-11-17,30000000,Tous publics,106,1,3,2004,11,47,4
Le Monde de Nemo,2056621,1399,GBVI,Etats-Unis,Animation 3D,2003-11-26,90000000,Tous publics,101,3,1,2003,11,48,4
Le Seigneur des anneaux: Le Retour du roi,2852784,1400,Metropolitan,Etats-Unis,Fantasy,2003-12-17,94000000,Tous publics,201,9,2,2003,12,51,4
Taxi 3,2251493,1401,ARP Selection,France,Comédie,2003-01-29,14490000,Tous publics,90,3,12,2003,1,5,1
"Pirates des Caraïbes, la malédiction du Black Pearl",1181208,1404,GBVI,Etats-Unis,Aventure - Action,2003-08-13,140000000,Tous publics,140,9,19,2003,8,33,3
Frère des ours,706876,1405,GBVI,Etats-Unis,Animation,2004-01-28,46000000,Tous publics,85,2,6,2004,1,5,1
X-Men 2,1348391,1410,UFD,Etats-Unis,Comicbook,2003-04-30,110000000,Tous publics,133,9,8,2003,4,18,2
Bruce tout-puissant,1034327,1411,GBVI,Etats-Unis,Comédie,2003-03-09,81000000,Tous publics,101,6,13,2003,3,10,1
Le Dernier samouraï,729476,1412,Warner Bros.,Etats-Unis,Aventure - Action,2004-01-14,140000000,PG,144,8,24,2004,1,3,1
Bad Boys II,689293,1415,Columbia,Etats-Unis,Aventure - Action,2003-10-15,175000000,PG,147,12,16,2003,10,42,4
2 Fast 2 Furious,804821,1416,UIP,Etats-Unis,Aventure - Action,2003-06-18,76000000,Tous publics,105,4,7,2003,6,25,2
Kill Bill: Volume 1,651264,1417,TFM Distribution,Etats-Unis,Aventure - Action,2003-11-26,55000000,Moins de 16 ans,112,8,5,2003,11,48,4
Hulk,815461,1418,UIP,Etats-Unis,Adaptation BD,2003-02-07,137000000,PG,140,9,2,2003,2,6,1
Charlie's Angels: Les anges se déchaînent,666221,1420,Columbia,Etats-Unis,Adaptation TV,2003-07-16,120000000,PG,105,5,13,2003,7,29,3
Gothika,462828,1423,Columbia,Etats-Unis,Thriller,2004-07-01,40000000,Moins de 12 ans,100,3,8,2004,7,27,3
Peter Pan,341151,1424,Columbia,Etats-Unis,Fantasy,2004-04-02,100000000,Tous publics,103,4,2,2004,4,14,2
Scary Movie 3,697852,1426,TFM Distribution,Etats-Unis,Comédie,2003-12-24,45000000,Tous publics,85,2,2,2003,12,52,4
Daredevil,534365,1427,UFD,Etats-Unis,Adaptation BD,2003-03-19,78000000,PG,102,11,9,2003,3,12,1
Lost in Translation,227258,1428,Pathé,Etats-Unis,Comédie,2004-07-01,4000000,Tous publics,102,6,6,2004,7,27,3
Intolérable cruauté,563086,1430,UIP,Etats-Unis,Comédie,2003-11-19,60000000,Tous publics,100,10,19,2003,11,47,4
Lara Croft Tomb Raider: Le Berceau de la vie,650146,1434,UIP,Etats-Unis,Aventure - Action,2003-08-20,95000000,Tous publics,117,5,14,2003,8,34,3
Big Fish,351353,1435,Columbia,Etats-Unis,Comédie,2004-03-03,70000000,Tous publics,125,17,16,2004,3,10,1
Mystic River,310512,1436,Warner Bros.,Etats-Unis,Drame,2003-10-15,25000000,Tous publics,137,21,5,2003,10,42,4
Le Manoir hanté et ses 999 fantômes,381442,1442,GBVI,Etats-Unis,Film familial,2004-02-18,90000000,Tous publics,88,5,7,2004,2,8,1
Love Actually,290429,1449,Mars Distribution,Grande-Bretagne,Romance,2003-03-12,50400000,Tous publics,130,2,12,2003,3,11,1
Johnny English,428078,1451,Mars Distribution,Grande-Bretagne,Comédie,2003-07-23,35000000,Tous publics,90,4,5,2003,7,30,3
Après vous,267958,1453,Mars Distribution,France,Comédie,2003-12-17,8700000,Tous publics,110,2,9,2003,12,51,4
Ripoux 3,280234,1461,GBVI,France,Comédie,2003-10-12,13000465,Tous publics,104,2,2,2003,10,41,4
Bon voyage,312793,1462,ARP Selection,France,Comédie,2003-04-16,27270000,PG,114,2,12,2003,4,16,2
21 grammes,204787,1465,ARP Selection,Etats-Unis,Drame,2004-01-21,20000000,Tous publics,124,3,8,2004,1,4,1
Hero,329213,1466,UIP,Chine,Aventure - Action,2003-09-24,30000000,Tous publics,98,3,3,2003,9,39,3
Swimming Pool,297591,1469,Mars Distribution,France,Thriller,2003-05-21,6100000,Tous publics,102,10,2,2003,5,21,2
Retour à Cold Mountain,303816,1470,TFM Distribution,Etats-Unis,Drame,2004-02-18,82000000,Tous publics,153,3,14,2004,2,8,1
Paycheck,311308,1471,UIP,Etats-Unis,Science Fiction,2004-02-25,60000000,Tous publics,118,6,11,2004,2,9,1
